t,p
3040,1.077936372
3041,1.098056804
3042,1.115661984
3043,1.128121224
3044,1.132225747
3045,1.124534996
3046,1.102940378
3047,1.068628368
3048,1.026132367
3049,0.9812022376
3050,0.9388325819
3051,0.9026278508
3052,0.8748602094
3053,0.856563057
3054,0.8475417113
3055,0.8464516758
3056,0.8510469765
3057,0.8585640603
3058,0.8661095149
3059,0.8709879312
3060,0.8710023595
3061,0.8647597039
3062,0.8518877771
3063,0.8330353796
3064,0.8096563953
3065,0.7837614273
3066,0.7578112007
3067,0.7348060408
3068,0.7184444397
3069,0.7129676929
3070,0.7221341516
3071,0.7472976473
3072,0.7860694703
3073,0.8332731624
3074,0.8834679838
3075,0.9327514713
3076,0.9790162514
3077,1.02136953
3078,1.059496846
3079,1.093319739
3080,1.122965681
3081,1.148894801
3082,1.171971942
3083,1.193315213
3084,1.213917028
3085,1.234212066
3086,1.253868251
3087,1.271963336
3088,1.287448587
3089,1.299665968
3090,1.30872301
3091,1.315619409
3092,1.322067514
3093,1.329823282
3094,1.339496911
3095,1.349299235
3096,1.354822306
3097,1.350633054
3098,1.332880904
3099,1.300828982
3100,1.256448433
3101,1.203041067
3102,1.144032183
3103,1.082295802
3104,1.019924014
3105,0.958261943
3106,0.8980883178
3107,0.839849892
3108,0.7838722116
3109,0.7304742534
3110,0.6799804408
3111,0.6326716701
3112,0.5887247267
3113,0.5481642822
3114,0.5108345802
3115,0.476411165
3116,0.4444949929
3117,0.414791013
3118,0.3872867905
3119,0.3623234403
3120,0.3405894893
3121,0.3231463049
3122,0.3115862138
3123,0.3083017535
3124,0.3166971534
3125,0.3409078099
3126,0.3843642448
3127,0.4471781018
3128,0.5243025964
3129,0.6069499776
3130,0.6863612232
3131,0.7565377103
3132,0.8146290062
3133,0.8600483971
3134,0.8934703572
3135,0.9161343912
3136,0.9294462579
3137,0.9347686127
3138,0.9333247408
3139,0.9261809507
3140,0.914282899
3141,0.8985241827
3142,0.8798145797
3143,0.8591443165
3144,0.8376598481
3145,0.8167747399
3146,0.7983199106
3147,0.7846825888
3148,0.7787748801
3149,0.7836007306
3150,0.8013647701
3151,0.8324769029
3152,0.8748741271
3153,0.9238516391
3154,0.9729707423
3155,1.016354048
3156,1.050869834
3157,1.076480385
3158,1.095108013
3159,1.109358714
3160,1.121723999
3161,1.13421221
3162,1.148205069
3163,1.164407257
3164,1.182844924
3165,1.202958704
3166,1.22377939
3167,1.244196013
3168,1.26325167
3169,1.280393855
3170,1.295612854
3171,1.309360228
3172,1.322122536
3173,1.333550969
3174,1.341287892
3175,1.340534443
3176,1.326190062
3177,1.296739737
3178,1.255192861
3179,1.206376718
3180,1.154423906
3181,1.101978736
3182,1.050354981
3183,0.9999359153
3184,0.9505616838
3185,0.9018693966
3186,0.8535578786
3187,0.8055538799
3188,0.7580538296
3189,0.7114573583
3190,0.6662458587
3191,0.6228636681
3192,0.5816367513
3193,0.5427386634
3194,0.506207895
3195,0.4720234711
3196,0.4402422873
3197,0.4111641899
3198,0.3854687375
3199,0.3642675834
3200,0.3491265235
3201,0.342100227
3202,0.3456912594
3203,0.3625472494
3204,0.394764956
3205,0.4429121052
3206,0.505205002
3207,0.5774087838
3208,0.6536926229
3209,0.728073784
3210,0.7957165224
3211,0.8535556918
3212,0.9002257651
3213,0.9356168785
3214,0.9603816246
3215,0.9755491531
3216,0.9822808291
3217,0.9817310414
3218,0.9749971091
3219,0.9631272042
3220,0.9471737642
3221,0.9282653141
3222,0.9076800841
3223,0.8869212663
3224,0.8677855732
3225,0.8523969543
3226,0.8431407298
3227,0.8424371172
3228,0.8523402404
3229,0.8740151567
3230,0.9071220987
3231,0.9490926558
3232,0.9946302571
3233,1.036635718
3234,1.06907258
3235,1.089527067
3236,1.099206271
3237,1.101259678
3238,1.099244518
3239,1.096344448
3240,1.095106045
3241,1.097375428
3242,1.104267061
3243,1.116120048
3244,1.132505857
3245,1.152343454
3246,1.174167207
3247,1.196482747
3248,1.218069198
3249,1.238067935
3250,1.255750472
3251,1.269918169
3252,1.278093349
3253,1.276196256
3254,1.260109383
3255,1.228994824
3256,1.18655463
3257,1.138564662
3258,1.090061432
3259,1.044343539
3260,1.0030763
3261,0.9666288744
3262,0.9343961471
3263,0.9050898277
3264,0.8770639061
3265,0.8486678203
3266,0.8185987
3267,0.7861594934
3268,0.7513392518
3269,0.7146634251
3270,0.6769454337
3271,0.6390407059
3272,0.6017140167
3273,0.5656355434
3274,0.5314895268
3275,0.5001607463
3276,0.4729488602
3277,0.4517330973
3278,0.438990217
3279,0.4375416503
3280,0.4498609686
3281,0.4770297055
3282,0.5179834864
3283,0.5697596761
3284,0.6285836443
3285,0.6909432857
3286,0.7540759321
3287,0.8159019437
3288,0.8747102136
3289,0.9288903999
3290,0.9768876295
3291,1.017374962
3292,1.049477807
3293,1.072883526
3294,1.087789156
3295,1.094767373
3296,1.094642907
3297,1.088414063
3298,1.077251224
3299,1.062546469
3300,1.045992889
3301,1.029641363
3302,1.015867929
3303,1.007170043
3304,1.005789661
3305,1.013286331
3306,1.030202501
3307,1.055782979
3308,1.087594334
3309,1.121059057
3310,1.149585509
3311,1.166296396
3312,1.166974889
3313,1.151756853
3314,1.124106883
3315,1.08866635
3316,1.04974232
3317,1.010788225
3318,0.9744304032
3319,0.9426513193
3320,0.9169378546
3321,0.8983198775
3322,0.8872818785
3323,0.8835834356
3324,0.88609214
3325,0.8927506099
3326,0.9007496166
3327,0.9068209049
3328,0.9075841962
3329,0.9000613184
3330,0.8825078975
3331,0.8552987842
3332,0.8210890527
3333,0.7839415935
3334,0.7481585271
3335,0.7176589806
3336,0.6959058547
3337,0.6858720605
3338,0.6896508121
3339,0.7077386821
3340,0.7385426626
3341,0.7786876311
3342,0.8240868693
3343,0.8710507732
3344,0.9168530032
3345,0.9597288637
3346,0.998602025
3347,1.032844343
3348,1.062253216
3349,1.08722438
3350,1.108955377
3351,1.129384385
3352,1.150602271
3353,1.173756852
3354,1.198150177
3355,1.221523617
3356,1.241476941
3357,1.256722602
3358,1.267439227
3359,1.274972637
3360,1.281345295
3361,1.28865501
3362,1.298359944
3363,1.310503737
3364,1.323132025
3365,1.332373047
3366,1.333570402
3367,1.323123675
3368,1.299850199
3369,1.265018416
3370,1.2213553
3371,1.171894074
3372,1.119159309
3373,1.064793352
3374,1.009573893
3375,0.9537743783
3376,0.8977062222
3377,0.842062643
3378,0.7878352255
3379,0.7359942502
3380,0.6872463117
3381,0.6419453999
3382,0.6000994638
3383,0.5614275026
3384,0.5254638598
3385,0.4917337319
3386,0.4599500289
3387,0.4301493369
3388,0.4027006734
3389,0.3782590057
3390,0.357741473
3391,0.3423973716
3392,0.3339537362
3393,0.3347487516
3394,0.347691137
3395,0.3758005955
3396,0.4211182834
3397,0.4831131495
3398,0.5574910151
3399,0.636855907
3400,0.7133707681
3401,0.7813232736
3402,0.837873461
3403,0.8823911267
3404,0.9154890567
3405,0.9383107137
3406,0.9521211053
3407,0.9581159364
3408,0.9573697764
3409,0.9508619025
3410,0.9395342709
3411,0.9243450207
3412,0.9063149788
3413,0.8865742723
3414,0.866427813
3415,0.8474429376
3416,0.8315420599
3417,0.8210394569
3418,0.8185292299
3419,0.826508615
3420,0.8467005985
3421,0.8791844871
3422,0.9215653901
3423,0.9686565511
3424,1.013645052
3425,1.050812524
3426,1.077686491
3427,1.094968313
3428,1.105133804
3429,1.11114589
3430,1.115749082
3431,1.121176162
3432,1.129032316
3433,1.14023673
3434,1.154993525
3435,1.172846358
3436,1.192826866
3437,1.21371411
3438,1.234340151
3439,1.25384321
3440,1.271767114
3441,1.287887283
3442,1.30168224
3443,1.311435123
3444,1.313448482
3445,1.302878597
3446,1.277032996
3447,1.23787242
3448,1.190424849
3449,1.13972696
3450,1.089330267
3451,1.041197867
3452,0.9960389399
3453,0.9536720346
3454,0.9133577423
3455,0.8741092624
3456,0.8349969095
3457,0.7953933959
3458,0.7551045148
3459,0.7143431844
3460,0.6735914897
3461,0.6334232603
3462,0.594362829
3463,0.5568188754
3464,0.5210986309
3465,0.4875021573
3466,0.4564784667
3467,0.4288087805
3468,0.4057496969
3469,0.3891010259
3470,0.381189716
3471,0.3846720465
3472,0.4019722343
3473,0.4343855765
3474,0.4813046308
3475,0.5401417456
3476,0.6069901641
3477,0.677514639
3478,0.7475967912
3479,0.8136766849
3480,0.8729450353
3481,0.9234723527
3482,0.9642372252
3483,0.9950217357
3484,1.016200516
3485,1.028520303
3486,1.032920472
3487,1.03041422
3488,1.02204484
3489,1.008901048
3490,0.9921751908
3491,0.9732445409
3492,0.9537535675
3493,0.9356718677
3494,0.921276473
3495,0.9129923751
3496,0.913072337
3497,0.9231951239
3498,0.9440732834
3499,0.9750259381
3500,1.013347147
3501,1.053709011
3502,1.088791787
3503,1.11206578
3504,1.120815941
3505,1.116506367
3506,1.102907073
3507,1.084219305
3508,1.064149735
3509,1.045681352
3510,1.031114067
3511,1.022127938
3512,1.01977148
3513,1.024379944
3514,1.035485134
3515,1.05183469
3516,1.071588414
3517,1.092619434
3518,1.112734589
3519,1.129617266
3520,1.140506118
3521,1.141988977
3522,1.13068445
3523,1.105210293
3524,1.067890239
3525,1.023962497
3526,0.9791398629
3527,0.9380105848
3528,0.9037214108
3529,0.8781036088
3530,0.8617551123
3531,0.8540802345
3532,0.853425216
3533,0.8573756287
3534,0.8631362187
3535,0.8678900479
3536,0.869118592
3537,0.8649172057
3538,0.8542905989
3539,0.8372897576
3540,0.814900954
3541,0.7887725896
3542,0.7609938739
3543,0.734061098
3544,0.7110289967
3545,0.6956598126
3546,0.6921457117
3547,0.7039003561
3548,0.7316456253
3549,0.7724233564
3550,0.8209070444
3551,0.871860178
3552,0.9216431471
3553,0.9682984106
3554,1.010971873
3555,1.049368369
3556,1.083490637
3557,1.113634304
3558,1.140456288
3559,1.164930513
3560,1.188075337
3561,1.210533183
3562,1.232235948
3563,1.252422023
3564,1.269980374
3565,1.283973655
3566,1.29407316
3567,1.300805234
3568,1.305587004
3569,1.310469267
3570,1.31743603
3571,1.327234634
3572,1.338219943
3573,1.346100975
3574,1.3453453
3575,1.331654925
3576,1.303690746
3577,1.262950638
3578,1.212505234
3579,1.155710472
3580,1.09543879
3581,1.033806116
3582,0.9722171603
3583,0.9115736278
3584,0.852513211
3585,0.7955823414
3586,0.7412930461
3587,0.6900978133
3588,0.6423363603
3589,0.5981894815
3590,0.5576461821
3591,0.5204815446
3592,0.4862747217
3593,0.4545221702
3594,0.4248392624
3595,0.3971583667
3596,0.3717969618
3597,0.3494236108
3598,0.3310501136
3599,0.3181501282
3600,0.312900315
3601,0.3184170471
3602,0.33864672
3603,0.3773095152
3604,0.4355667787
3605,0.5097199359
3606,0.5916148195
3607,0.6721027611
3608,0.7443757207
3609,0.8049305967
3610,0.8528270115
3611,0.8885971437
3612,0.9134489543
3613,0.9287972704
3614,0.9360186676
3615,0.9363405266
3616,0.9308177649
3617,0.9203746707
3618,0.9058789429
3619,0.8882141652
3620,0.8683408782
3621,0.8473637839
3622,0.8266262858
3623,0.8078473003
3624,0.793262754
3625,0.7856513481
3626,0.7880270088
3627,0.8028585203
3628,0.8310481732
3629,0.8711156208
3630,0.918869604
3631,0.9680510262
3632,1.012450112
3633,1.048301317
3634,1.07501946
3635,1.09423138
3636,1.108466816
3637,1.120267081
3638,1.131762412
3639,1.144504009
3640,1.159395596
3641,1.176675578
3642,1.195964975
3643,1.216412658
3644,1.23693445
3645,1.256500925
3646,1.274407142
3647,1.290446559
3648,1.304887828
3649,1.318136079
3650,1.329958188
3651,1.338345456
3652,1.338855597
3653,1.326281405
3654,1.298491674
3655,1.258012501
3656,1.209651182
3657,1.157772524
3658,1.105281093
3659,1.053696201
3660,1.00352837
3661,0.9546657718
3662,0.9067141556
3663,0.8592743228
3664,0.8121409788
3665,0.7653854506
3666,0.7193232009
3667,0.674403123
3668,0.6310830096
3669,0.5897311538
3670,0.5505767572
3671,0.5137122719
3672,0.4791553539
3673,0.4469739674
3674,0.4174479842
3675,0.3912217321
3676,0.3693747285
3677,0.3534522866
3678,0.3454985904
3679,0.3480195104
3680,0.3636837394
3681,0.3946256736
3682,0.4414661957
3683,0.5025180329
3684,0.5737134078
3685,0.6494323351
3686,0.723842417
3687,0.7921109993
3688,0.8510386161
3689,0.8990656868
3690,0.9359069879
3691,0.9620842511
3692,0.9785507858
3693,0.9864301805
3694,0.986865574
3695,0.9809561947
3696,0.9697554868
3697,0.9543163833
3698,0.9357618662
3699,0.9153617778
3700,0.8946075411
3701,0.8752856818
3702,0.8595126841
3703,0.8496730274
3704,0.8481949624
3705,0.8571554789
3706,0.8777733997
3707,0.9098238411
3708,0.9509365513
3709,0.9960292127
3710,1.038031526
3711,1.070633685
3712,1.091042836
3713,1.100242257
3714,1.101351578
3715,1.098004489
3716,1.093493837
3717,1.090480435
3718,1.090929895
3719,1.096087694
3720,1.106435338
3721,1.121670159
3722,1.140800929
3723,1.162373501
3724,1.184826408
3725,1.206811629
3726,1.227321935
3727,1.245496389
3728,1.260055363
3729,1.268522558
3730,1.266899954
3731,1.251138244
3732,1.220351731
3733,1.178182237
3734,1.13044003
3735,1.082271211
3736,1.037100098
3737,0.9967058853
3738,0.9615449986
3739,0.9310572268
3740,0.9039410818
3741,0.8784679255
3742,0.8528309455
3743,0.8255124613
3744,0.7955866661
3745,0.7628516012
3746,0.7277401995
3747,0.691064984
3748,0.6537498284
3749,0.6166598331
3750,0.58057198
3751,0.5462718841
3752,0.5147390465
3753,0.4873720581
3754,0.4661650564
3755,0.4537237936
3756,0.4529669661
3757,0.4663407404
3758,0.4946971777
3759,0.5365915176
3760,0.5887070264
3761,0.6471008296
3762,0.7083079356
3763,0.7697767614
3764,0.829741497
3765,0.8868516035
3766,0.9398263214
3767,0.9873145107
3768,1.028009917
3769,1.060903208
3770,1.085471745
3771,1.10171367
3772,1.110050433
3773,1.111212827
3774,1.106153668
3775,1.096034396
3776,1.082268971
3777,1.066597797
3778,1.05114065
3779,1.038343027
3780,1.030738844
3781,1.030533098
3782,1.039152605
3783,1.056903438
3784,1.082694334
3785,1.113675561
3786,1.144911556
3787,1.169769671
3788,1.18179265
3789,1.177404355
3790,1.157207911
3791,1.124857649
3792,1.085001064
3793,1.041877763
3794,0.9988482131
3795,0.95843917
3796,0.9225383408
3797,0.8925561996
3798,0.8694818555
3799,0.8538108405
3800,0.8453649229
3801,0.8430894359
3802,0.8449813344
3803,0.8482283445
3804,0.8495533403
3805,0.8456983823
3806,0.8340831689
3807,0.8136118452
3808,0.7852397895
3809,0.7517577013
3810,0.7168987518
3811,0.6844870673
3812,0.6581192269
3813,0.6412037414
3814,0.6368802789
3815,0.6474464165
3816,0.6733660261
3817,0.7125962052
3818,0.7610396339
3819,0.813973338
3820,0.8674220721
3821,0.9187572843
3822,0.9665912698
3823,1.010367147
3824,1.049973607
3825,1.085550386
3826,1.117493912
3827,1.146500798
3828,1.173417992
3829,1.198750272
3830,1.222106634
3831,1.242197212
3832,1.257562279
3833,1.26743091
3834,1.272105232
3835,1.272882038
3836,1.271809792
3837,1.271358297
3838,1.273937624
3839,1.281183101
3840,1.293055292
3841,1.307097528
3842,1.318410738
3843,1.321040293
3844,1.310372422
3845,1.284857021
3846,1.245912215
3847,1.196613824
3848,1.140370857
3849,1.080127358
3850,1.018095597
3851,0.9558452045
3852,0.8945545333
3853,0.8352276519
3854,0.7787558878
3855,0.7258645229
3856,0.6770494721
3857,0.6325497867
3858,0.5923310163
3859,0.5560644967
3860,0.5231323158
3861,0.4927199563
3862,0.4640356425
3863,0.4365957545
3864,0.4104179823
3865,0.3860221336
3866,0.3643160461
3867,0.3465486496
3868,0.3344302672
3869,0.3303954349
3870,0.3378389772
3871,0.3609092366
3872,0.4031734966
3873,0.4649563863
3874,0.5412058033
3875,0.6228160138
3876,0.7007780578
3877,0.7692015242
3878,0.8255870523
3879,0.8697133289
3880,0.9025182124
3881,0.9253748381
3882,0.9396992978
3883,0.9467546731
3884,0.9475819292
3885,0.9430230766
3886,0.9338077342
3887,0.92065503
3888,0.9043573351
3889,0.8858393443
3890,0.8662168681
3891,0.8468919555
3892,0.8296867177
3893,0.8169794678
3894,0.8116866811
3895,0.8168493476
3896,0.8347141195
3897,0.8656318711
3898,0.907289095
3899,0.9546191198
3900,1.001017732
3901,1.040832464
3902,1.071335102
3903,1.09275091
3904,1.107049506
3905,1.116770871
3906,1.124352423
3907,1.13184523
3908,1.140807986
3909,1.152249003
3910,1.16657933
3911,1.183608338
3912,1.202633794
3913,1.222622552
3914,1.242482293
3915,1.261334097
3916,1.278688929
3917,1.294398914
3918,1.30820891
3919,1.318849897
3920,1.323057628
3921,1.315906858
3922,1.293766307
3923,1.257376466
3924,1.211095828
3925,1.15991579
3926,1.107634875
3927,1.056543854
3928,1.007705935
3929,0.9613094226
3930,0.9169842036
3931,0.8740721779
3932,0.8318804681
3933,0.7898946205
3934,0.7479074917
3935,0.7060352117
3936,0.6646291891
3937,0.6241428056
3938,0.5850063254
3939,0.5475525036
3940,0.5120131663
3941,0.4785937096
3942,0.4476150821
3943,0.4196926463
3944,0.3958763852
3945,0.3777292247
3946,0.3673631403
3947,0.3673853813
3948,0.3805555628
3949,0.4089955165
3950,0.4531537158
3951,0.5111557261
3952,0.5790600353
3953,0.6518513015
3954,0.7245348629
3955,0.7928829587
3956,0.8537830268
3957,0.9053024259
3958,0.9465696851
3959,0.9775434531
3960,0.9987449284
3961,1.011024172
3962,1.015379128
3963,1.012849308
3964,1.004473082
3965,0.991301283
3966,0.9744544815
3967,0.9552018774
3968,0.9350438974
3969,0.9157927141
3970,0.8996075848
3971,0.8889202711
3972,0.8861824947
3973,0.8934505083
3974,0.9119096577
3975,0.9413744672
3976,0.9796903005
3977,1.022085455
3978,1.061514648
3979,1.091088267
3980,1.107205061
3981,1.110446287
3982,1.104036582
3983,1.091961486
3984,1.077901432
3985,1.064883497
3986,1.055252591
3987,1.050700909
3988,1.052251162
3989,1.060181335
3990,1.073982368
3991,1.092419866
3992,1.113770563
3993,1.136158191
3994,1.157796261
3995,1.176941691
3996,1.191490281
3997,1.198442855
3998,1.193963759
3999,1.17502247
4000,1.142014263
4001,1.099294564
4002,1.052809672
4003,1.007705412
4004,0.9675282217
4005,0.9343118753
4006,0.9087888342
4007,0.8905543796
4008,0.8782363175
4009,0.86975448
4010,0.8626440991
4011,0.8544154556
4012,0.8429264549
4013,0.8267333257
4014,0.8053206758
4015,0.7790813256
4016,0.7490694716
4017,0.7166784469
4018,0.6834390746
4019,0.6510145799
4020,0.6213728275
4021,0.5970434238
4022,0.581266308
4023,0.5777061453
4024,0.5893949524
4025,0.6171158285
4026,0.6584854701
4027,0.7088371618
4028,0.7632081167
4029,0.8177862344
4030,0.8702512897
4031,0.9194856303
4032,0.9651790353
4033,1.007513984
4034,1.046901094
4035,1.08368627
4036,1.117844359
4037,1.148819002
4038,1.175627845
4039,1.197207409
4040,1.21278239
4041,1.222091914
4042,1.225468654
4043,1.223845156
4044,1.218768509
4045,1.212391567
4046,1.207347854
4047,1.206346401
4048,1.211472625
4049,1.223382694
4050,1.240694577
4051,1.259782824
4052,1.275308068
4053,1.281680882
4054,1.274895559
4055,1.253589479
4056,1.218800995
4057,1.17301927
4058,1.119284881
4059,1.060639976
4060,0.9998351538
4061,0.9391731589
4062,0.8804499311
4063,0.8249816
4064,0.7736808957
4065,0.7271345116
4066,0.685637686
4067,0.6491609786
4068,0.6172644131
4069,0.589016528
4070,0.5630748124
4071,0.53800114
4072,0.5127335599
4073,0.4869549925
4074,0.4611432953
4075,0.4363441031
4076,0.4139155993
4077,0.395455644
4078,0.3829597004
4079,0.3791270215
4080,0.3875926038
4081,0.4125556564
4082,0.4570374798
4083,0.5200048442
4084,0.5950690769
4085,0.6730982789
4086,0.7463258244
4087,0.8102894044
4088,0.8634308875
4089,0.9059614056
4090,0.9389110133
4091,0.9635358334
4092,0.9809739587
4093,0.9920926444
4094,0.9974814941
4095,0.9975650403
4096,0.9927590565
4097,0.9835991351
4098,0.9708094981
4099,0.9553311698
4100,0.938355738
4101,0.921407018
4102,0.9064662565
4103,0.8960868671
4104,0.8932985999
4105,0.901035598
4106,0.9210704295
4107,0.9528910958
4108,0.9930117912
4109,1.035255874
4110,1.072681413
4111,1.100343611
4112,1.116664678
4113,1.122774233
4114,1.121115731
4115,1.114439338
4116,1.105335569
4117,1.096091111
4118,1.088650414
4119,1.084574337
4120,1.084966492
4121,1.090379502
4122,1.100736597
4123,1.115336077
4124,1.132940609
4125,1.151969724
4126,1.170672057
4127,1.187092047
4128,1.19869831
4129,1.201936613
4130,1.192730894
4131,1.168779738
4132,1.131762275
4133,1.086499319
4134,1.038280759
4135,0.9912338042
4136,0.9480773748
4137,0.9103785694
4138,0.8788004046
4139,0.8532473914
4140,0.8329511798
4141,0.8165814495
4142,0.8024173956
4143,0.7885928468
4144,0.7733862018
4145,0.7555082177
4146,0.7343096474
4147,0.7098352888
4148,0.6827067564
4149,0.6539372257
4150,0.6247998299
4151,0.5968556781
4152,0.5721340112
4153,0.5533448591
4154,0.543910777
4155,0.5475328778
4156,0.5670415343
4157,0.6028138167
4158,0.6520052682
4159,0.709569753
4160,0.7702927067
4161,0.8302346313
4162,0.8870524485
4163,0.9396494669
4164,0.9876767447
4165,1.031127635
4166,1.0700617
4167,1.104433034
4168,1.134011417
4169,1.158409604
4170,1.177207758
4171,1.190118314
4172,1.197121029
4173,1.198541839
4174,1.195105972
4175,1.187994164
4176,1.178913018
4177,1.170123252
4178,1.164303738
4179,1.164125716
4180,1.171520488
4181,1.186812503
4182,1.207959962
4183,1.230224827
4184,1.246920639
4185,1.251609578
4186,1.240586285
4187,1.213791739
4188,1.173853467
4189,1.124519068
4190,1.069507199
4191,1.01197958
4192,0.9544162346
4193,0.8986747746
4194,0.846110107
4195,0.7976965191
4196,0.7541201247
4197,0.7158211858
4198,0.6829592739
4199,0.6553021477
4200,0.6320617608
4201,0.6118033931
4202,0.592604224
4203,0.5725481974
4204,0.5504038661
4205,0.5261073363
4206,0.5007348583
4207,0.4760762783
4208,0.4542374735
4209,0.437573751
4210,0.4289097557
4211,0.431767346
4212,0.450113903
4213,0.487006597
4214,0.5422183974
4215,0.6108094226
4216,0.6847842577
4217,0.756577648
4218,0.8212685196
4219,0.876700576
4220,0.9226264313
4221,0.9598139813
4222,0.9894147743
4223,1.012550455
4224,1.030063192
4225,1.042416136
4226,1.049749989
4227,1.052077151
4228,1.049515166
4229,1.042458473
4230,1.03164726
4231,1.018184715
4232,1.003562561
4233,0.9897377749
4234,0.9792039848
4235,0.9749066097
4236,0.9797670328
4237,0.9957446916
4238,1.022686387
4239,1.057446473
4240,1.093866579
4241,1.124608829
4242,1.144204833
4243,1.150804054
4244,1.145557848
4245,1.131059373
4246,1.110181308
4247,1.085578255
4248,1.059587398
4249,1.034265073
4250,1.011419025
4251,0.9925925156
4252,0.9789980931
4253,0.9714071455
4254,0.9700017097
4255,0.9742298118
4256,0.9826945671
4257,0.9931486345
4258,1.00255771
4259,1.007232152
4260,1.003244354
4261,0.9876255534
4262,0.9601317061
4263,0.9237590594
4264,0.8831930459
4265,0.8428927218
4266,0.8063204378
4267,0.7760178239
4268,0.7538487774
4269,0.7410961946
4270,0.7383705402
4271,0.7454264492
4272,0.761061104
4273,0.7832372936
4274,0.8094245656
4275,0.8369982194
4276,0.8635384468
4277,0.8870036115
4278,0.9058743523
4279,0.9193688388
4280,0.9277376833
4281,0.9325152901
4282,0.9366147473
4283,0.9440313971
4284,0.9587871124
4285,0.9830423027
4286,1.015592771
4287,1.052474907
4288,1.089254554
4289,1.122888666
4290,1.152183603
4291,1.177365983
4292,1.1994466
4293,1.219645964
4294,1.238929357
4295,1.257649213
4296,1.275380836
4297,1.291019698
4298,1.303189814
4299,1.310835665
4300,1.313719721
4301,1.312540458
4302,1.308606785
4303,1.30324616
4304,1.297176743
4305,1.290030176
4306,1.280091141
4307,1.26438942
4308,1.239573528
4309,1.203659889
4310,1.157320499
4311,1.103325587
4312,1.044988066
4313,0.9850642963
4314,0.9254366615
4315,0.8672242646
4316,0.8110242631
4317,0.7571500559
4318,0.705817347
4319,0.6572501551
4320,0.6117062386
4321,0.5694471681
4322,0.5306866095
4323,0.4955428669
4324,0.4640108889
4325,0.4359618401
4326,0.4111847388
4327,0.3894797393
4328,0.370802874
4329,0.3554566752
4330,0.3443323446
4331,0.3391822152
4332,0.3428459852
4333,0.3592114187
4334,0.392392837
4335,0.4446121584
4336,0.5136247268
4337,0.5923598584
4338,0.6718803943
4339,0.7448990003
4340,0.8071972679
4341,0.8571952822
4342,0.8949803753
4343,0.9215096202
4344,0.9381231216
4345,0.946270677
4346,0.9473694468
4347,0.9427323671
4348,0.9335321996
4349,0.9207984119
4350,0.9054402133
4351,0.8883040114
4352,0.87026678
4353,0.8523708716
4354,0.835996173
4355,0.8230380702
4356,0.8159944423
4357,0.8177630855
4358,0.8309565233
4359,0.8568637561
4360,0.8944909448
4361,0.9400217846
4362,0.9872350508
4363,1.029583817
4364,1.062911292
4365,1.086508199
4366,1.102156164
4367,1.112636769
4368,1.120707429
4369,1.12862465
4370,1.13798784
4371,1.149728012
4372,1.164154136
4373,1.181043
4374,1.19976521
4375,1.219439052
4376,1.239119266
4377,1.257990908
4378,1.275519338
4379,1.291469018
4380,1.305630212
4381,1.317139287
4382,1.323480025
4383,1.320158828
4384,1.302710414
4385,1.270289998
4386,1.22644506
4387,1.176358111
4388,1.124337515
4389,1.073075652
4390,1.023849534
4391,0.9769323072
4392,0.931979509
4393,0.8883609419
4394,0.8454332166
4395,0.802736988
4396,0.7601001216
4397,0.7176384379
4398,0.6756771164
4399,0.6346373692
4400,0.5949315572
4401,0.556893829
4402,0.5207627289
4403,0.4867281958
4404,0.4550472099
4405,0.4262082904
4406,0.4010976725
4407,0.3811051638
4408,0.368170221
4409,0.3647534036
4410,0.3735873166
4411,0.3970340068
4412,0.4361313246
4413,0.489817025
4414,0.5548679842
4415,0.6266073132
4416,0.6999368844
4417,0.7702286825
4418,0.8338793481
4419,0.8885237033
4420,0.9329752031
4421,0.9669945409
4422,0.9909909854
4423,1.00576613
4424,1.012306126
4425,1.011658325
4426,1.004870107
4427,0.9929874911
4428,0.9771008603
4429,0.9584210017
4430,0.9383633017
4431,0.9186318484
4432,0.9012698068
4433,0.8886230898
4434,0.8831481148
4435,0.8870531474
4436,0.901851113
4437,0.9278890301
4438,0.9637763417
4439,1.005678136
4440,1.047154833
4441,1.080903525
4442,1.10201266
4443,1.109788939
4444,1.106803857
4445,1.096928671
4446,1.08398066
4447,1.071189197
4448,1.061096441
4449,1.055580211
4450,1.055851246
4451,1.062398778
4452,1.074926935
4453,1.092387252
4454,1.113177423
4455,1.13546335
4456,1.157474189
4457,1.177555027
4458,1.193859102
4459,1.203788437
4460,1.203710324
4461,1.189973012
4462,1.161487618
4463,1.121367219
4464,1.075340607
4465,1.028991575
4466,0.9864086215
4467,0.9500819836
4468,0.9211302121
4469,0.8994848461
4470,0.8840698017
4471,0.8730243244
4472,0.864013189
4473,0.854577293
4474,0.842507708
4475,0.826208393
4476,0.8049592715
4477,0.7789581941
4478,0.7491056904
4479,0.7166893678
4480,0.6831406885
4481,0.649978749
4482,0.6189384056
4483,0.592215884
4484,0.5726913411
4485,0.5638657935
4486,0.5691585637
4487,0.5904646699
4488,0.6267758255
4489,0.6742547569
4490,0.7279027992
4491,0.7833538975
4492,0.8376685949
4493,0.8892574854
4494,0.9375003738
4495,0.9823799117
4496,1.024175097
4497,1.063156539
4498,1.099281006
4499,1.132018937
4500,1.160425163
4501,1.183456217
4502,1.20032278
4503,1.210719703
4504,1.214894619
4505,1.213650682
4506,1.208349914
4507,1.200933945
4508,1.193876343
